area_code,area_name,period,value,metric
Canada,Canada,1964-02,27.1,cpi_rented_accommodation
Canada,Canada,1964-03,27.1,cpi_rented_accommodation
Canada,Canada,1964-04,27.1,cpi_rented_accommodation
Canada,Canada,1964-05,27.1,cpi_rented_accommodation
Canada,Canada,1964-06,27.3,cpi_rented_accommodation
Canada,Canada,1964-07,27.3,cpi_rented_accommodation
Canada,Canada,1964-08,27.3,cpi_rented_accommodation
Canada,Canada,1964-09,27.4,cpi_rented_accommodation
Canada,Canada,1964-10,27.4,cpi_rented_accommodation
Canada,Canada,1964-11,27.4,cpi_rented_accommodation
Canada,Canada,1964-12,27.4,cpi_rented_accommodation
Canada,Canada,1965-01,27.4,cpi_rented_accommodation
Canada,Canada,1965-02,27.4,cpi_rented_accommodation
Canada,Canada,1965-03,27.4,cpi_rented_accommodation
Canada,Canada,1965-04,27.4,cpi_rented_accommodation
Canada,Canada,1965-05,27.4,cpi_rented_accommodation
Canada,Canada,1965-06,27.4,cpi_rented_accommodation
Canada,Canada,1965-07,27.4,cpi_rented_accommodation
Canada,Canada,1965-08,27.4,cpi_rented_accommodation
Canada,Canada,1965-09,27.4,cpi_rented_accommodation
Canada,Canada,1965-10,27.4,cpi_rented_accommodation
Canada,Canada,1965-11,27.4,cpi_rented_accommodation
Canada,Canada,1965-12,27.5,cpi_rented_accommodation
Canada,Canada,1966-01,27.6,cpi_rented_accommodation
Canada,Canada,1966-02,27.6,cpi_rented_accommodation
Canada,Canada,1966-03,27.6,cpi_rented_accommodation
Canada,Canada,1966-04,27.7,cpi_rented_accommodation
Canada,Canada,1966-05,27.8,cpi_rented_accommodation
Canada,Canada,1966-06,27.9,cpi_rented_accommodation
Canada,Canada,1966-07,27.9,cpi_rented_accommodation
Canada,Canada,1966-08,28.0,cpi_rented_accommodation
Canada,Canada,1966-09,28.1,cpi_rented_accommodation
Canada,Canada,1966-10,28.1,cpi_rented_accommodation
Canada,Canada,1966-11,28.1,cpi_rented_accommodation
Canada,Canada,1966-12,28.2,cpi_rented_accommodation
Canada,Canada,1967-01,28.3,cpi_rented_accommodation
Canada,Canada,1967-02,28.3,cpi_rented_accommodation
Canada,Canada,1967-03,28.4,cpi_rented_accommodation
Canada,Canada,1967-04,28.5,cpi_rented_accommodation
Canada,Canada,1967-05,28.5,cpi_rented_accommodation
Canada,Canada,1967-06,28.8,cpi_rented_accommodation
Canada,Canada,1967-07,28.9,cpi_rented_accommodation
Canada,Canada,1967-08,29.0,cpi_rented_accommodation
Canada,Canada,1967-09,29.2,cpi_rented_accommodation
Canada,Canada,1967-10,29.2,cpi_rented_accommodation
Canada,Canada,1967-11,29.3,cpi_rented_accommodation
Canada,Canada,1967-12,29.4,cpi_rented_accommodation
Canada,Canada,1968-01,29.5,cpi_rented_accommodation
Canada,Canada,1968-02,29.5,cpi_rented_accommodation
Canada,Canada,1968-03,29.6,cpi_rented_accommodation
Canada,Canada,1968-04,29.7,cpi_rented_accommodation
Canada,Canada,1968-05,29.8,cpi_rented_accommodation
Canada,Canada,1968-06,30.1,cpi_rented_accommodation
Canada,Canada,1968-07,30.2,cpi_rented_accommodation
Canada,Canada,1968-08,30.3,cpi_rented_accommodation
Canada,Canada,1968-09,30.4,cpi_rented_accommodation
Canada,Canada,1968-10,30.6,cpi_rented_accommodation
Canada,Canada,1968-11,30.6,cpi_rented_accommodation
Canada,Canada,1968-12,30.6,cpi_rented_accommodation
Canada,Canada,1969-01,30.8,cpi_rented_accommodation
Canada,Canada,1969-02,30.8,cpi_rented_accommodation
Canada,Canada,1969-03,30.9,cpi_rented_accommodation
Canada,Canada,1969-04,30.9,cpi_rented_accommodation
Canada,Canada,1969-05,31.0,cpi_rented_accommodation
Canada,Canada,1969-06,31.3,cpi_rented_accommodation
Canada,Canada,1969-07,31.4,cpi_rented_accommodation
Canada,Canada,1969-08,31.6,cpi_rented_accommodation
Canada,Canada,1969-09,31.6,cpi_rented_accommodation
Canada,Canada,1969-10,31.7,cpi_rented_accommodation
Canada,Canada,1969-11,31.9,cpi_rented_accommodation
Canada,Canada,1969-12,31.9,cpi_rented_accommodation
Canada,Canada,1970-01,31.9,cpi_rented_accommodation
Canada,Canada,1970-02,32.0,cpi_rented_accommodation
Canada,Canada,1970-03,32.1,cpi_rented_accommodation
Canada,Canada,1970-04,32.1,cpi_rented_accommodation
Canada,Canada,1970-05,32.3,cpi_rented_accommodation
Canada,Canada,1970-06,32.4,cpi_rented_accommodation
Canada,Canada,1970-07,32.5,cpi_rented_accommodation
Canada,Canada,1970-08,32.5,cpi_rented_accommodation
Canada,Canada,1970-09,32.6,cpi_rented_accommodation
Canada,Canada,1970-10,32.6,cpi_rented_accommodation
Canada,Canada,1970-11,32.6,cpi_rented_accommodation
Canada,Canada,1970-12,32.7,cpi_rented_accommodation
Canada,Canada,1971-01,32.7,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1971-01,41.2,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1971-01,36.0,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1971-01,35.8,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1971-01,30.0,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1971-01,33.1,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1971-01,30.3,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1971-01,30.8,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1971-01,35.9,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1971-01,31.2,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1971-01,30.1,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1971-01,31.6,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1971-01,30.5,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1971-01,32.4,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1971-01,32.5,cpi_rented_accommodation
Canada,Canada,1971-02,32.8,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1971-02,41.2,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1971-02,36.0,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1971-02,35.9,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1971-02,30.0,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1971-02,33.2,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1971-02,30.3,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1971-02,30.9,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1971-02,35.9,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1971-02,31.2,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1971-02,30.1,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1971-02,31.6,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1971-02,30.5,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1971-02,32.4,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1971-02,32.6,cpi_rented_accommodation
Canada,Canada,1971-03,32.9,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1971-03,41.2,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1971-03,36.0,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1971-03,35.9,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1971-03,30.0,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1971-03,33.2,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1971-03,30.4,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1971-03,31.0,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1971-03,36.2,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1971-03,31.2,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1971-03,30.1,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1971-03,31.6,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1971-03,30.5,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1971-03,32.5,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1971-03,32.6,cpi_rented_accommodation
Canada,Canada,1971-04,32.9,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1971-04,41.2,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1971-04,36.0,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1971-04,35.9,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1971-04,30.0,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1971-04,33.2,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1971-04,30.3,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1971-04,31.0,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1971-04,36.2,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1971-04,31.3,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1971-04,30.1,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1971-04,31.6,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1971-04,30.5,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1971-04,32.4,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1971-04,32.8,cpi_rented_accommodation
Canada,Canada,1971-05,32.9,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1971-05,41.2,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1971-05,36.1,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1971-05,36.0,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1971-05,30.0,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1971-05,33.2,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1971-05,30.4,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1971-05,31.0,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1971-05,36.2,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1971-05,31.3,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1971-05,30.1,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1971-05,31.6,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1971-05,30.6,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1971-05,32.5,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1971-05,32.9,cpi_rented_accommodation
Canada,Canada,1971-06,32.9,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1971-06,41.3,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1971-06,36.1,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1971-06,36.1,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1971-06,30.2,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1971-06,33.4,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1971-06,30.5,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1971-06,31.1,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1971-06,36.2,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1971-06,31.3,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1971-06,30.1,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1971-06,31.5,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1971-06,30.8,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1971-06,32.5,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1971-06,32.9,cpi_rented_accommodation
Canada,Canada,1971-07,32.9,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1971-07,41.2,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1971-07,36.2,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1971-07,36.2,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1971-07,30.3,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1971-07,33.4,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1971-07,30.5,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1971-07,31.1,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1971-07,36.2,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1971-07,31.4,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1971-07,30.1,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1971-07,31.6,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1971-07,30.8,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1971-07,32.5,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1971-07,32.9,cpi_rented_accommodation
Canada,Canada,1971-08,33.0,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1971-08,41.2,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1971-08,36.3,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1971-08,36.3,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1971-08,30.3,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1971-08,33.4,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1971-08,30.6,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1971-08,31.1,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1971-08,36.2,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1971-08,31.5,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1971-08,30.3,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1971-08,31.4,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1971-08,30.8,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1971-08,32.5,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1971-08,32.9,cpi_rented_accommodation
Canada,Canada,1971-09,33.0,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1971-09,41.6,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1971-09,36.4,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1971-09,36.4,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1971-09,30.3,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1971-09,33.4,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1971-09,30.8,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1971-09,31.3,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1971-09,36.2,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1971-09,31.5,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1971-09,30.3,cpi_rented_accommodation
"Saskatoon, S","Saskatoon, Saskatchewan",1971-09,31.6,cpi_rented_accommodation
"Edmonton, Al","Edmonton, Alberta",1971-09,30.9,cpi_rented_accommodation
"Calgary, Alb","Calgary, Alberta",1971-09,32.4,cpi_rented_accommodation
"Vancouver, B","Vancouver, British Columbia",1971-09,33.0,cpi_rented_accommodation
Canada,Canada,1971-10,33.1,cpi_rented_accommodation
"St. John's, ","St. John's, Newfoundland and Labrador",1971-10,41.6,cpi_rented_accommodation
"Halifax, Nov","Halifax, Nova Scotia",1971-10,36.4,cpi_rented_accommodation
"Saint John, ","Saint John, New Brunswick",1971-10,36.6,cpi_rented_accommodation
"Québec, Queb","Québec, Quebec",1971-10,30.3,cpi_rented_accommodation
"Montréal, Qu","Montréal, Quebec",1971-10,33.4,cpi_rented_accommodation
Ottawa-Gatin,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1971-10,30.8,cpi_rented_accommodation
"Toronto, Ont","Toronto, Ontario",1971-10,31.3,cpi_rented_accommodation
"Thunder Bay,","Thunder Bay, Ontario",1971-10,36.2,cpi_rented_accommodation
"Winnipeg, Ma","Winnipeg, Manitoba",1971-10,31.6,cpi_rented_accommodation
"Regina, Sask","Regina, Saskatchewan",1971-10,30.3,cpi_rented_accommodation
