system,doc_id,field,error_type,gold,pred
regex_baseline,edgar_0001279620_000121390023039488_f10q0323ex10-4-zonedprop,tenant_name,FN_missed,rapid fish llc,
regex_baseline,edgar_0001279620_000121390023039488_f10q0323ex10-4-zonedprop,property_address,FN_missed,23622 and 23616 woodward ave pleasant ridge mi 48069,
regex_baseline,edgar_0001279620_000121390023039488_f10q0323ex10-4-zonedprop,property_type,FP_FN_wrong_value,industrial,retail
regex_baseline,edgar_0001279620_000121390023039488_f10q0323ex10-4-zonedprop,lease_end_date,FP_hallucinated,,2023-05-14
regex_baseline,edgar_0001350102_000121390023031708_ea177087ex10-2-ascentsolar,landlord_name,FN_missed,flisom ag,
regex_baseline,edgar_0001350102_000121390023031708_ea177087ex10-2-ascentsolar,tenant_name,FN_missed,ascent solar technologies inc,
regex_baseline,edgar_0001350102_000121390023031708_ea177087ex10-2-ascentsolar,property_address,FN_missed,gewerbestrasse 16 8155 niederhasli switzerland,
regex_baseline,edgar_0001350102_000121390023031708_ea177087ex10-2-ascentsolar,property_type,FP_FN_wrong_value,industrial,commercial
regex_baseline,edgar_0001350102_000121390023031708_ea177087ex10-2-ascentsolar,lease_end_date,FP_hallucinated,,2024-01-01
regex_baseline,edgar_0001350102_000121390023031708_ea177087ex10-2-ascentsolar,base_rent_amount,FN_missed,52000.0,
regex_baseline,edgar_0001365388_000154812323000082_ex10-26,landlord_name,FN_missed,3 squirrels llc,
regex_baseline,edgar_0001365388_000154812323000082_ex10-26,tenant_name,FN_missed,high sierra technologies inc,
regex_baseline,edgar_0001365388_000154812323000082_ex10-26,property_type,FP_hallucinated,,commercial
regex_baseline,edgar_0001365388_000154812323000082_ex10-26,lease_start_date,FP_FN_wrong_value,2023-02-01,2021-11-09
regex_baseline,edgar_0001365388_000154812323000082_ex10-26,term_length_months,FN_missed,12,
regex_baseline,edgar_0001376339_000137633924000009_a102d-20240126leasefourtha,landlord_name,FN_missed,georgia re fields llc,
regex_baseline,edgar_0001376339_000137633924000009_a102d-20240126leasefourtha,tenant_name,FN_missed,mimedx group inc,
regex_baseline,edgar_0001376339_000137633924000009_a102d-20240126leasefourtha,property_address,FN_missed,1775 w oak commons marietta georgia,
regex_baseline,edgar_0001376339_000137633924000009_a102d-20240126leasefourtha,lease_end_date,FP_hallucinated,,2027-07-31
regex_baseline,edgar_0001376339_000137633924000009_a102d-20240126leasefourtha,base_rent_amount,FP_hallucinated,,109067.25
regex_baseline,edgar_0001376339_000137633924000009_a102d-20240126leasefourtha,rent_frequency,FP_hallucinated,,monthly
regex_baseline,edgar_0001391135_000109690623000958_lsfp-ex10z77,landlord_name,FN_missed,centerpoint unlimited limited liability company,
regex_baseline,edgar_0001391135_000109690623000958_lsfp-ex10z77,tenant_name,FN_missed,lifted liquids inc,
regex_baseline,edgar_0001391135_000109690623000958_lsfp-ex10z77,property_address,FN_missed,16178 us hwy 550 aztec san juan county new mexico,
regex_baseline,edgar_0001391135_000109690623000958_lsfp-ex10z77,premises_area_sqft,FP_hallucinated,,4800.0
regex_baseline,edgar_0001391135_000109690623000958_lsfp-ex10z77,base_rent_amount,FP_hallucinated,,3850.0
regex_baseline,edgar_0001391135_000109690623000958_lsfp-ex10z77,rent_frequency,FP_hallucinated,,monthly
regex_baseline,edgar_0001391135_000109690624000671_lsfp-ex1089,landlord_name,FN_missed,cr properties llc,
regex_baseline,edgar_0001391135_000109690624000671_lsfp-ex1089,tenant_name,FN_missed,lifted liquids inc,
regex_baseline,edgar_0001391135_000109690624000671_lsfp-ex1089,property_address,FN_missed,789 tech center drive unit c durango colorado 81301,
regex_baseline,edgar_0001391135_000109690624000671_lsfp-ex1089,premises_area_sqft,FP_FN_wrong_value,2205.0,1421.0
regex_baseline,edgar_0001391135_000109690624000671_lsfp-ex1089,lease_start_date,FN_missed,2024-03-01,
regex_baseline,edgar_0001391135_000109690624000671_lsfp-ex1089,lease_end_date,FN_missed,2025-02-28,
regex_baseline,edgar_0001391135_000109690624000671_lsfp-ex1089,term_length_months,FN_missed,12,
regex_baseline,edgar_0001391135_000109690624000671_lsfp-ex1089,base_rent_amount,FP_FN_wrong_value,2500.0,30000.0
regex_baseline,edgar_0001391135_000109690624000671_lsfp-ex1089,rent_frequency,FP_FN_wrong_value,monthly,annual
regex_baseline,edgar_0001398805_000168316824001808_beam-ex1001,landlord_name,FN_missed,cre south 25th associates llc,
regex_baseline,edgar_0001398805_000168316824001808_beam-ex1001,tenant_name,FN_missed,beam global,
regex_baseline,edgar_0001398805_000168316824001808_beam-ex1001,property_address,FN_missed,2600 south 25th street broadview il 60155,
regex_baseline,edgar_0001398805_000168316824001808_beam-ex1001,property_type,FP_FN_wrong_value,industrial,retail
regex_baseline,edgar_0001398805_000168316824001808_beam-ex1001,premises_area_sqft,FN_missed,15582.0,
regex_baseline,edgar_0001398805_000168316824001808_beam-ex1001,lease_start_date,FP_FN_wrong_value,2024-02-01,2020-04-27
regex_baseline,edgar_0001398805_000168316824001808_beam-ex1001,lease_end_date,FP_FN_wrong_value,2029-01-31,2024-02-01
regex_baseline,edgar_0001398805_000168316824001808_beam-ex1001,term_length_months,FN_missed,60,
regex_baseline,edgar_0001398805_000168316824001808_beam-ex1001,base_rent_amount,FP_FN_wrong_value,28350.0,352107.0
regex_baseline,edgar_0001415813_000168316823004406_unmonde-ex1004,landlord_name,FN_missed,sunnybrook education group,
regex_baseline,edgar_0001415813_000168316823004406_unmonde-ex1004,tenant_name,FN_missed,un monde international worldwide ltd,
regex_baseline,edgar_0001415813_000168316823004406_unmonde-ex1004,property_address,FN_missed,1 45a west wilmost st richmond hill on l4b 2p2 canada,
regex_baseline,edgar_0001415813_000168316823004406_unmonde-ex1004,rent_frequency,FP_hallucinated,,monthly
regex_baseline,edgar_0001450704_000168316822008581_vivakor-ex1001,landlord_name,FN_missed,w p development corporation,
regex_baseline,edgar_0001450704_000168316822008581_vivakor-ex1001,tenant_name,FN_missed,vivaventures remediation corp,
regex_baseline,edgar_0001450704_000168316822008581_vivakor-ex1001,property_address,FN_missed,w p industrial park 18511 beaumont highway houston texas,
regex_baseline,edgar_0001450704_000168316822008581_vivakor-ex1001,lease_start_date,FN_missed,2022-12-15,
regex_baseline,edgar_0001450704_000168316822008581_vivakor-ex1001,lease_end_date,FN_missed,2033-06-14,
regex_baseline,edgar_0001450704_000168316822008581_vivakor-ex1001,term_length_months,FN_missed,126,
regex_baseline,edgar_0001450704_000168316822008581_vivakor-ex1001,base_rent_amount,FP_hallucinated,,14560.8
regex_baseline,edgar_0001450704_000168316822008581_vivakor-ex1001,rent_frequency,FP_hallucinated,,monthly
regex_baseline,edgar_0001453687_000145368724000036_exhibit1011aleaseagreement,landlord_name,FN_missed,704 quince orchard owner llc,
regex_baseline,edgar_0001453687_000145368724000036_exhibit1011aleaseagreement,tenant_name,FN_missed,cartesian therapeutics inc,
regex_baseline,edgar_0001453687_000145368724000036_exhibit1011aleaseagreement,property_address,FN_missed,704 quince orchard road gaithersburg maryland,
regex_baseline,edgar_0001453687_000145368724000036_exhibit1011aleaseagreement,premises_area_sqft,FN_missed,4762.0,
regex_baseline,edgar_0001453687_000145368724000036_exhibit1011aleaseagreement,lease_end_date,FN_missed,2024-05-01,
regex_baseline,edgar_0001453687_000145368724000036_exhibit1011aleaseagreement,term_length_months,FN_missed,66,
regex_baseline,edgar_0001453687_000145368724000036_exhibit1012leasebetween749,landlord_name,FN_missed,7495 rp llc,
regex_baseline,edgar_0001453687_000145368724000036_exhibit1012leasebetween749,tenant_name,FN_missed,cartesian therapeutics inc,
regex_baseline,edgar_0001453687_000145368724000036_exhibit1012leasebetween749,property_address,FN_missed,7495 new horizon way frederick maryland 21702,
regex_baseline,edgar_0001453687_000145368724000036_exhibit1012leasebetween749,property_type,FN_missed,commercial,
regex_baseline,edgar_0001453687_000145368724000036_exhibit1012leasebetween749,lease_start_date,FP_FN_wrong_value,2024-02-28,2024-02-29
regex_baseline,edgar_0001453687_000145368724000036_exhibit1012leasebetween749,lease_end_date,FP_FN_wrong_value,2031-02-28,2024-04-01
regex_baseline,edgar_0001453687_000145368724000036_exhibit1012leasebetween749,term_length_months,FN_missed,84,
regex_baseline,edgar_0001453687_000145368724000036_exhibit1012leasebetween749,base_rent_amount,FP_FN_wrong_value,75196.08,89787.32
regex_baseline,edgar_0001453687_000145368724000036_exhibit1012leasebetween749,rent_frequency,FP_FN_wrong_value,monthly,annual
regex_baseline,edgar_0001551986_000155198622000102_ex-1019meterslease,landlord_name,FN_missed,crabtree terrace holdings llc,
regex_baseline,edgar_0001551986_000155198622000102_ex-1019meterslease,tenant_name,FN_missed,9 meters biopharma inc,
regex_baseline,edgar_0001551986_000155198622000102_ex-1019meterslease,property_type,FP_FN_wrong_value,commercial,retail
regex_baseline,edgar_0001551986_000155198622000102_ex-1019meterslease,premises_area_sqft,FP_FN_wrong_value,7418.0,173468.0
regex_baseline,edgar_0001551986_000155198622000102_ex-1019meterslease,lease_start_date,FP_hallucinated,,2023-04-01
regex_baseline,edgar_0001551986_000155198622000102_ex-1019meterslease,base_rent_amount,FP_hallucinated,,316229.34
regex_baseline,edgar_0001551986_000155198622000102_ex-1019meterslease,rent_frequency,FP_hallucinated,,annual
regex_baseline,edgar_0001553264_000168316822008699_aquapower-ex1011,landlord_name,FN_missed,franklin in lp,
regex_baseline,edgar_0001553264_000168316822008699_aquapower-ex1011,tenant_name,FN_missed,tradition logistics l l c,
regex_baseline,edgar_0001553264_000168316822008699_aquapower-ex1011,property_address,FN_missed,333 south franklin road indianapolis indiana,
regex_baseline,edgar_0001553264_000168316822008699_aquapower-ex1011,premises_area_sqft,FP_FN_wrong_value,389319.0,408395.0
regex_baseline,edgar_0001553264_000168316822008699_aquapower-ex1011,lease_start_date,FP_FN_wrong_value,2022-12-01,2022-10-01
regex_baseline,edgar_0001553264_000168316822008699_aquapower-ex1011,lease_end_date,FP_hallucinated,,2030-07-31
regex_baseline,edgar_0001553264_000168316822008699_aquapower-ex1011,base_rent_amount,FP_FN_wrong_value,126528.68,149523.62
regex_baseline,edgar_0001553264_000168316822008699_aquapower-ex1011,rent_frequency,FP_FN_wrong_value,monthly,annual
regex_baseline,edgar_0001617553_000161755322000054_ex101terminationofleaseagr,landlord_name,FN_missed,cousins fund ii phoenix iii llc,
regex_baseline,edgar_0001617553_000161755322000054_ex101terminationofleaseagr,tenant_name,FN_missed,ziprecruiter inc,
regex_baseline,edgar_0001617553_000161755322000054_ex101terminationofleaseagr,property_address,FN_missed,40 east rio salado tempe arizona 85281,
regex_baseline,edgar_0001617553_000161755322000054_ex101terminationofleaseagr,premises_area_sqft,FN_missed,27135.0,
regex_baseline,edgar_0001617553_000161755322000054_ex101terminationofleaseagr,rent_frequency,FP_hallucinated,,monthly
regex_baseline,edgar_0001650164_000165016423000159_ex101toastleasetermination,landlord_name,FN_missed,are ma region no 88 tenant llc,
regex_baseline,edgar_0001650164_000165016423000159_ex101toastleasetermination,tenant_name,FN_missed,toast inc,
regex_baseline,edgar_0001650164_000165016423000159_ex101toastleasetermination,property_address,FN_missed,401 park drive boston massachusetts,
regex_baseline,edgar_0001650164_000165016423000159_ex101toastleasetermination,property_type,FN_missed,commercial,
regex_baseline,edgar_0001650164_000165016423000159_ex101toastleasetermination,premises_area_sqft,FN_missed,133789.0,
regex_baseline,edgar_0001650164_000165016423000159_ex101toastleasetermination,lease_start_date,FP_FN_wrong_value,2015-06-12,2011-02-01
regex_baseline,edgar_0001650164_000165016423000159_ex101toastleasetermination,lease_end_date,FP_FN_wrong_value,2023-06-30,2029-12-31
regex_baseline,edgar_0001650164_000165016423000159_ex101toastleasetermination,rent_frequency,FP_hallucinated,,monthly
regex_baseline,edgar_0001689375_000168937524000016_ex1014entrada-idbleaseagre,landlord_name,FN_missed,idb 17 19 drydock limited partnership,
regex_baseline,edgar_0001689375_000168937524000016_ex1014entrada-idbleaseagre,tenant_name,FN_missed,entrada therapeutics inc,
regex_baseline,edgar_0001689375_000168937524000016_ex1014entrada-idbleaseagre,property_address,FN_missed,one design center place boston massachusetts,
regex_baseline,edgar_0001689375_000168937524000016_ex1014entrada-idbleaseagre,property_type,FP_FN_wrong_value,commercial,industrial
regex_baseline,edgar_0001689375_000168937524000016_ex1014entrada-idbleaseagre,lease_start_date,FP_FN_wrong_value,2022-04-01,2022-03-16
regex_baseline,edgar_0001689375_000168937524000016_ex1014entrada-idbleaseagre,lease_end_date,FP_hallucinated,,2022-12-01
regex_baseline,edgar_0001689375_000168937524000016_ex1014entrada-idbleaseagre,base_rent_amount,FP_hallucinated,,450.0
regex_baseline,edgar_0001689375_000168937524000016_ex1014entrada-idbleaseagre,rent_frequency,FP_hallucinated,,annual
regex_baseline,edgar_0001708176_000121390022070683_ea168341ex10-2-halloffame,landlord_name,FN_missed,hfakoh001 llc,
regex_baseline,edgar_0001708176_000121390022070683_ea168341ex10-2-halloffame,tenant_name,FN_missed,hof village waterpark llc,
regex_baseline,edgar_0001708176_000121390022070683_ea168341ex10-2-halloffame,lease_start_date,FP_FN_wrong_value,2022-11-07,2001-09-24
regex_baseline,edgar_0001708176_000121390022070683_ea168341ex10-2-halloffame,lease_end_date,FP_hallucinated,,2121-11-30
regex_baseline,edgar_0001708176_000121390022070683_ea168341ex10-2-halloffame,rent_frequency,FP_hallucinated,,annual
regex_baseline,edgar_0001708176_000121390024018617_ea0200951ex10-4-halloffame,landlord_name,FN_missed,hfakoh001 llc,
regex_baseline,edgar_0001708176_000121390024018617_ea0200951ex10-4-halloffame,tenant_name,FN_missed,hof village waterpark llc,
regex_baseline,edgar_0001708176_000121390024018617_ea0200951ex10-4-halloffame,property_type,FN_missed,commercial,
regex_baseline,edgar_0001708176_000121390024018617_ea0200951ex10-4-halloffame,lease_end_date,FP_hallucinated,,2024-05-01
regex_baseline,edgar_0001708176_000121390024018617_ea0200951ex10-4-halloffame,base_rent_amount,FP_hallucinated,,432614.17
regex_baseline,edgar_0001708176_000121390024018617_ea0200951ex10-4-halloffame,rent_frequency,FP_hallucinated,,annual
regex_baseline,edgar_0001710583_000171058322000046_ninthamendmenttoleasedated,landlord_name,FN_missed,beltway business park office no 2 llc,
regex_baseline,edgar_0001710583_000171058322000046_ninthamendmenttoleasedated,tenant_name,FN_missed,innevation l l c,
regex_baseline,edgar_0001710583_000171058322000046_ninthamendmenttoleasedated,property_address,FN_missed,6795 edmond street las vegas nevada,
regex_baseline,edgar_0001710583_000171058322000046_ninthamendmenttoleasedated,premises_area_sqft,FN_missed,38031.0,
regex_baseline,edgar_0001710583_000171058322000046_ninthamendmenttoleasedated,lease_end_date,FP_hallucinated,,2024-05-14
regex_baseline,edgar_0001710583_000171058322000046_ninthamendmenttoleasedated,base_rent_amount,FP_hallucinated,,83690.06
regex_baseline,edgar_0001710583_000171058322000046_ninthamendmenttoleasedated,rent_frequency,FP_hallucinated,,monthly
regex_baseline,edgar_0001807893_000107997324000379_ex10x7,landlord_name,FN_missed,marlenko acquisitions llc,
regex_baseline,edgar_0001807893_000107997324000379_ex10x7,tenant_name,FN_missed,standard premium finance management corporation,
regex_baseline,edgar_0001807893_000107997324000379_ex10x7,property_address,FN_missed,13590 sw 134 avenue suites 213 and 214 miami florida 33186,
regex_baseline,edgar_0001807893_000107997324000379_ex10x7,term_length_months,FN_missed,24,
regex_baseline,edgar_0001807893_000107997324000379_ex10x7,base_rent_amount,FN_missed,7048.8,
regex_baseline,edgar_0001823239_000182323924000032_aex1016xflandersleaseamend,landlord_name,FN_missed,10240 flanders investors llc,
regex_baseline,edgar_0001823239_000182323924000032_aex1016xflandersleaseamend,tenant_name,FN_missed,trilink biotechnologies llc,
regex_baseline,edgar_0001823239_000182323924000032_aex1016xflandersleaseamend,property_address,FN_missed,10240 flanders court and 10247 flanders court san diego california,
